GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°),
52.03141,-1.997648,86,19.06,11,252.8,,17 / 25,1260846,2019-08-16 11:50:25:215,-0.1821,0.1691,11.1526,0.0136,0.0266,9.8066,0.0362,-0.0412,0.0106,-13.51,14.71,-22.39,223.83,4.04,0.26
52.03141,-1.997648,86,19.06,11,252.8,,17 / 25,1260945,2019-08-16 11:50:25:314,-0.055,-0.4441,9.9744,-0.0161,-0.0321,9.8066,0.0021,0.0568,0.0351,-12.46,15.45,-22.49,227.6,4.21,0.31
52.03141,-1.997648,86,19.06,11,252.8,,17 / 25,1261045,2019-08-16 11:50:25:414,0.1316,-0.1894,8.761,-0.0625,-0.0525,9.8063,0.0437,-0.0338,-0.0139,-12.17,16.13,-22.17,227.6,4.21,0.31
52.03141,-1.997648,86,19.06,11,252.8,,17 / 25,1261145,2019-08-16 11:50:25:514,-0.252,0.1838,8.8368,0.0168,0.0845,9.8063,0.0362,-0.0487,-0.0149,-12.81,15.88,-22,227.73,3.73,0.38
52.03133,-1.997908,86,19.45,11,254,,17 / 25,1261245,2019-08-16 11:50:25:614,0.1623,0.0428,8.8594,0.036,0.1105,9.806,0.0362,-0.0487,-0.0149,-12,15.92,-22.42,229.08,4.35,0.66
52.03133,-1.997908,86,19.45,11,254,,17 / 25,1261345,2019-08-16 11:50:25:714,0.8153,0.1086,9.9993,0.0508,0.0173,9.8065,-0.0053,0.0163,0.0042,-12.22,15.38,-22.67,226.95,4.62,0.5
52.03133,-1.997908,86,19.45,11,254,,17 / 25,1261446,2019-08-16 11:50:25:815,-0.2786,-0.101,10.6032,-0.0225,-0.0114,9.8066,0,0.0131,0.001,-12.22,15.38,-22.67,226.95,4.62,0.5
52.03133,-1.997908,86,19.45,11,254,,17 / 25,1261545,2019-08-16 11:50:25:914,0.1717,-0.1845,10.0873,-0.0421,-0.0046,9.8066,0.0053,0.0152,-0.0022,-12.52,15.64,-22.33,227.01,4.44,0.66
52.03133,-1.997908,86,19.45,11,254,,17 / 25,1261646,2019-08-16 11:50:26:015,0.1484,-0.6583,9.7024,-0.0268,-0.0533,9.8065,-0.0501,0.0301,0.0202,-12.98,16.09,-21.74,227.08,4.32,0.68
52.03133,-1.997908,86,19.45,11,254,,17 / 25,1261745,2019-08-16 11:50:26:114,0.0859,-0.5894,10.6276,-0.0028,0.0106,9.8066,0.0501,0.0067,0.0149,-12.71,15.29,-22.46,225.52,3.99,0.58
52.03133,-1.997908,86,19.45,11,254,,17 / 25,1261845,2019-08-16 11:50:26:214,-0.0789,0.096,9.23,0.0379,0.0517,9.8064,0.0202,-0.0316,-0.0128,-12.71,15.29,-22.46,225.52,3.99,0.58
52.03133,-1.997908,86,19.45,11,254,,17 / 25,1261945,2019-08-16 11:50:26:314,0.593,-0.0186,9.5726,0.0311,0.0297,9.8066,-0.0554,0.0259,0.0064,-12.12,16.07,-22.24,229.09,4.36,0.63
52.03133,-1.997908,86,19.45,11,254,,17 / 25,1262045,2019-08-16 11:50:26:414,0.2666,0.4154,10.6665,0.0347,-0.0014,9.8066,-0.0064,0.0664,0.0277,-12.22,15.73,-22.43,229.11,4.49,0.47
52.03133,-1.997908,86,19.45,11,254,,17 / 25,1262145,2019-08-16 11:50:26:514,-0.2375,-0.1344,10.2882,-0.0065,-0.0206,9.8066,-0.0064,0.0664,0.0277,-13.25,15.36,-22.1,229.11,4.49,0.47
52.031258,-1.99817,85,19.48,11,255,,17 / 25,1262245,2019-08-16 11:50:26:614,-0.0813,-0.0286,10.4716,-0.0274,-0.0468,9.8065,-0.0053,0.0483,0.001,-13.25,15.36,-22.1,229.11,4.49,0.47
52.031258,-1.99817,85,19.48,11,255,,17 / 25,1262345,2019-08-16 11:50:26:714,-0.4562,0.0825,9.4436,-0.0498,-0.0439,9.8064,-0.0032,0.0067,0.0149,-11.8,14.74,-23.32,227.35,4.1,0.53
52.031258,-1.99817,85,19.48,11,255,,17 / 25,1262446,2019-08-16 11:50:26:815,-0.3619,-0.0923,9.6091,-0.0196,-0.0055,9.8066,0.0213,0.0557,0.0074,-12.96,15.41,-22.24,225.51,4,0.59
52.031258,-1.99817,85,19.48,11,255,,17 / 25,1262546,2019-08-16 11:50:26:915,0.2054,-0.1868,9.9063,-0.0274,-0.015,9.8066,-0.0053,0.0206,-0.0011,-12.96,15.41,-22.24,225.51,4,0.59
52.031258,-1.99817,85,19.48,11,255,,17 / 25,1262647,2019-08-16 11:50:27:016,0.1257,0.0361,9.5035,0.0363,0.0105,9.8066,0.0075,0.0024,0.001,-13.24,15.28,-22.17,225.59,3.83,0.64
52.031258,-1.99817,85,19.48,11,255,,17 / 25,1262746,2019-08-16 11:50:27:115,0.8891,0.1951,10.4086,0.0493,0.0096,9.8065,-0.0043,-0.0551,0,-12.34,14.76,-23.02,227.41,4.02,0.53
52.031258,-1.99817,85,19.48,11,255,,17 / 25,1262846,2019-08-16 11:50:27:215,0.2413,-0.0938,10.15,0.0608,0.0161,9.8064,-0.0128,0.0195,0.0149,-12.49,14.02,-23.39,227.41,4.02,0.53
52.031258,-1.99817,85,19.48,11,255,,17 / 25,1262945,2019-08-16 11:50:27:314,-0.2153,-0.3451,9.9923,-0.0075,-0.0071,9.8066,-0.0128,0.0195,0.0149,-12.41,15.42,-22.54,227.32,4.33,0.33
52.031258,-1.99817,85,19.48,11,255,,17 / 25,1263045,2019-08-16 11:50:27:414,-0.0577,-0.0521,9.9795,-0.0479,-0.0008,9.8065,0.0352,0.0301,0.016,-12.41,15.42,-22.54,227.32,4.33,0.33
52.031258,-1.99817,85,19.48,11,255,,17 / 25,1263145,2019-08-16 11:50:27:514,-0.2924,-0.4343,10.0623,-0.0216,0.002,9.8066,-0.017,0.0046,-0.0053,-12.07,15,-23.01,227.31,4.14,0.54
52.03117,-1.998441,84,19.7,11,255.3,,17 / 25,1263245,2019-08-16 11:50:27:614,-0.2084,-0.3013,9.6561,-0.0176,0.0003,9.8066,-0.0533,-0.0093,0.0096,-12.63,15.11,-22.63,227.31,4.14,0.54
52.03117,-1.998441,84,19.7,11,255.3,,17 / 25,1263345,2019-08-16 11:50:27:714,-0.504,-0.1904,9.2267,0.0179,-0.021,9.8066,0.0266,-0.0146,0.0202,-12.46,14.91,-22.86,227.3,4.07,0.61
52.03117,-1.998441,84,19.7,11,255.3,,17 / 25,1263446,2019-08-16 11:50:27:815,0.0107,-0.1064,9.8802,-0.0051,-0.0156,9.8066,0.0117,0.0131,-0.0117,-12.46,14.91,-22.86,227.43,4,0.53
52.03117,-1.998441,84,19.7,11,255.3,,17 / 25,1263545,2019-08-16 11:50:27:914,-0.0457,-0.2967,10.157,-0.0071,-0.0149,9.8066,-0.0032,0.0088,0.0053,-12.35,14.33,-23.28,225.53,3.91,0.49
52.03117,-1.998441,84,19.7,11,255.3,,17 / 25,1263646,2019-08-16 11:50:28:015,-0.4924,-0.239,10.5454,0.0067,-0.0047,9.8066,-0.0011,0.0046,0.0096,-12.35,14.33,-23.28,225.53,3.91,0.49
52.03117,-1.998441,84,19.7,11,255.3,,17 / 25,1263745,2019-08-16 11:50:28:114,0.1661,-0.2427,9.4347,-0.0051,0.0095,9.8066,-0.0234,-0.0029,0.0106,-13.14,15.16,-22.31,225.68,3.92,0.44
52.03117,-1.998441,84,19.7,11,255.3,,17 / 25,1263846,2019-08-16 11:50:28:215,-0.0283,-0.2339,10.0205,-0.0011,0.0067,9.8066,-0.0234,-0.0029,0.0106,-12.05,14.97,-23.04,225.68,3.92,0.44
52.03117,-1.998441,84,19.7,11,255.3,,17 / 25,1263946,2019-08-16 11:50:28:315,0.2702,0.1355,9.8965,0.0093,0.011,9.8066,0.0085,-0.0157,0.0032,-12.79,14.75,-22.78,225.46,4,0.45
52.03117,-1.998441,84,19.7,11,255.3,,17 / 25,1264045,2019-08-16 11:50:28:414,0.258,-0.2466,9.6498,0.0127,0.0039,9.8066,0.0032,-0.0029,0.0032,-12.79,14.75,-22.78,225.46,4,0.45
52.03117,-1.998441,84,19.7,11,255.3,,17 / 25,1264146,2019-08-16 11:50:28:515,0.3488,0.1071,10.745,-0.0042,-0.0108,9.8066,0.0117,0.0514,0.0042,-11.91,15.26,-22.92,227.56,3.94,0.42
52.031063,-1.998765,84,20.98,11,255.5,,17 / 25,1264245,2019-08-16 11:50:28:614,-0.0033,-0.5398,9.8207,-0.0209,-0.0208,9.8066,0.0426,0.0578,-0.0085,-12.85,15.21,-22.44,225.8,3.77,0.43
52.031063,-1.998765,84,20.98,11,255.5,,17 / 25,1264345,2019-08-16 11:50:28:714,-0.2062,-0.0744,9.8108,-0.0346,-0.0145,9.8066,0.0043,0.0397,0.0096,-12.85,15.21,-22.44,225.8,3.77,0.43
52.031063,-1.998765,84,20.98,11,255.5,,17 / 25,1264445,2019-08-16 11:50:28:814,-0.0201,0.2668,9.8553,0.0192,0.0195,9.8066,-0.0021,-0.0103,-0.0096,-12.37,15.65,-22.41,229.72,3.62,0.56
52.031063,-1.998765,84,20.98,11,255.5,,17 / 25,1264545,2019-08-16 11:50:28:914,0.2284,0.0887,9.9225,0.0747,0.024,9.8063,-0.0096,-0.0093,0.0234,-12.31,15.11,-22.81,227.59,4.01,0.31
52.031063,-1.998765,84,20.98,11,255.5,,17 / 25,1264646,2019-08-16 11:50:29:015,0.435,-0.0994,9.1395,0.0111,-0.0087,9.8066,-0.0096,-0.0093,0.0234,-12.31,15.11,-22.81,227.59,4.01,0.31
52.031063,-1.998765,84,20.98,11,255.5,,17 / 25,1264745,2019-08-16 11:50:29:114,0.0878,-0.2257,9.6116,-0.0042,-0.0232,9.8066,0.0405,0.0163,0.0032,-12.45,15.28,-22.62,227.59,4.01,0.31
52.031063,-1.998765,84,20.98,11,255.5,,17 / 25,1264845,2019-08-16 11:50:29:214,-0.3367,-0.0017,9.658,-0.0241,-0.0061,9.8066,0.0021,0.0365,-0.0032,-12.12,14.87,-23.06,227.74,3.9,0.24
52.031063,-1.998765,84,20.98,11,255.5,,17 / 25,1264945,2019-08-16 11:50:29:314,-0.5645,0.149,9.8087,0.0088,-0.0011,9.8066,0.065,-0.0061,0.0085,-12.12,14.87,-23.06,227.74,3.9,0.24
52.031063,-1.998765,84,20.98,11,255.5,,17 / 25,1265045,2019-08-16 11:50:29:414,0.1977,-0.1446,10.4789,-0.0047,0.0072,9.8066,0.0245,0.0269,-0.0171,-12.58,14.44,-23.09,223.74,3.93,0.2
52.031063,-1.998765,84,20.98,11,255.5,,17 / 25,1265145,2019-08-16 11:50:29:514,0.147,-0.3647,10.5078,-0.0286,-0.014,9.8066,0.0181,0.0323,-0.0043,-12.38,14.73,-23.02,223.74,3.93,0.2
52.030975,-1.999045,84,20.91,12,256.2,,17 / 25,1265245,2019-08-16 11:50:29:614,0.1266,-0.1046,9.8418,-0.0434,-0.0566,9.8064,-0.0277,0.0546,-0.0235,-12.63,14.95,-22.73,226.09,3.52,0.13
52.030975,-1.999045,84,20.91,12,256.2,,17 / 25,1265345,2019-08-16 11:50:29:714,0.6222,-0.0153,10.1698,0.0167,0.0143,9.8066,-0.0277,0.0546,-0.0235,-13.1,14.52,-22.75,226.21,3.4,0.1
52.030975,-1.999045,84,20.91,12,256.2,,17 / 25,1265445,2019-08-16 11:50:29:814,0.0051,0.0806,9.705,0.0499,-0.0229,9.8065,-0.0405,-0.0423,-0.0064,-13.1,14.52,-22.75,226.21,3.4,0.1
52.030975,-1.999045,84,20.91,12,256.2,,17 / 25,1265546,2019-08-16 11:50:29:915,1.2327,0.3603,10.0428,0.0049,-0.0257,9.8066,-0.0288,0.0536,-0.016,-11.27,16.75,-22.19,234.19,3.51,-0.21
52.030975,-1.999045,84,20.91,12,256.2,,17 / 25,1265646,2019-08-16 11:50:30:015,0.2944,0.051,8.7248,0.0285,-0.0096,9.8066,0.0181,-0.0082,-0.0117,-12.42,15.25,-22.65,228.51,3.56,-0.37
52.030975,-1.999045,84,20.91,12,256.2,,17 / 25,1265745,2019-08-16 11:50:30:114,-0.2337,-0.2107,9.4547,0.0273,0.0379,9.8065,-0.049,-0.0274,-0.032,-11.72,14.93,-23.23,228.27,3.83,-0.35
52.030975,-1.999045,84,20.91,12,256.2,,17 / 25,1265845,2019-08-16 11:50:30:214,0.0573,-0.2252,9.0317,0.0377,-0.0071,9.8066,-0.0309,0.0759,-0.0022,-11.67,14.42,-23.58,228.27,3.83,-0.35
52.030975,-1.999045,84,20.91,12,256.2,,17 / 25,1265946,2019-08-16 11:50:30:315,-0.4253,-0.2649,10.7765,0.0295,-0.0694,9.8064,-0.0767,-0.0167,-0.0043,-12.06,14.44,-23.37,226.81,3.64,-0.75
52.030975,-1.999045,84,20.91,12,256.2,,17 / 25,1266045,2019-08-16 11:50:30:414,-0.3357,0.0819,9.6597,0.0213,-0.0017,9.8066,-0.0181,-0.0306,0.0192,-12.06,14.44,-23.37,226.81,3.64,-0.75
52.030975,-1.999045,84,20.91,12,256.2,,17 / 25,1266145,2019-08-16 11:50:30:514,-0.1809,0.0961,9.1462,0.0471,0.004,9.8065,-0.0181,-0.0306,0.0192,-12.15,14.08,-23.54,226.68,3.85,-0.93
52.030876,-1.999286,83,20.4,12,256.1,,17 / 24,1266245,2019-08-16 11:50:30:614,-0.2668,0.0782,10.1657,0.0067,-0.0254,9.8066,-0.0011,0.0237,-0.0075,-11.41,15.75,-22.84,226.68,3.85,-0.93
52.030876,-1.999286,83,20.4,12,256.1,,17 / 24,1266345,2019-08-16 11:50:30:714,-0.0837,-0.1735,9.5602,0.0058,-0.038,9.8066,-0.0213,-0.0039,-0.0022,-14.93,13.21,-22.42,219.34,3.71,-1.11
52.030876,-1.999286,83,20.4,12,256.1,,17 / 24,1266445,2019-08-16 11:50:30:814,0.2749,0.1244,10.0311,0.0142,0.0046,9.8066,-0.0064,0.0291,-0.0022,-12.54,13.15,-23.87,219.34,3.71,-1.11
52.030876,-1.999286,83,20.4,12,256.1,,17 / 24,1266545,2019-08-16 11:50:30:914,0.0948,0.1734,10.71,-0.0048,0.029,9.8066,0.0554,0.0003,0.0128,-12.54,13.15,-23.87,219.34,3.71,-1.11
52.030876,-1.999286,83,20.4,12,256.1,,17 / 24,1266646,2019-08-16 11:50:31:015,-0.0796,-0.3458,10.1758,-0.0298,-0.0055,9.8066,0.0607,0.0397,0.0053,-12.47,14.38,-23.19,226.86,3.79,-0.96
52.030876,-1.999286,83,20.4,12,256.1,,17 / 24,1266745,2019-08-16 11:50:31:114,0.07,0.5404,6.1773,-0.0851,0.0201,9.8063,-0.0266,-0.0157,0,-12.67,14.09,-23.26,224.64,3.54,-0.52
52.030876,-1.999286,83,20.4,12,256.1,,17 / 24,1266845,2019-08-16 11:50:31:214,-1.0223,0.7954,8.9269,-0.0114,0.0324,9.8066,0.0373,0.0227,0.066,-12.3,14.18,-23.4,224.64,3.54,-0.52
52.030876,-1.999286,83,20.4,12,256.1,,17 / 24,1266945,2019-08-16 11:50:31:314,-0.064,0.0063,10.3118,-0.0277,0.0201,9.8066,0.0373,0.0227,0.066,-12.64,14.58,-22.97,226.46,3.51,-0.32
52.030876,-1.999286,83,20.4,12,256.1,,17 / 24,1267045,2019-08-16 11:50:31:414,-0.0532,-0.0469,10.4681,-0.0071,-0.0006,9.8066,0.0075,0.0067,0.0426,-12.64,14.58,-22.97,226.46,3.51,-0.32
52.030876,-1.999286,83,20.4,12,256.1,,17 / 24,1267146,2019-08-16 11:50:31:515,1.7355,0.1714,9.1296,-0.0082,0.0327,9.8066,0.0373,0.0046,-0.0032,-13.3,13.9,-23.02,224.5,3.48,-0.29
52.030785,-1.999552,86,20.25,13,256.1,,17 / 25,1267245,2019-08-16 11:50:31:614,0.0953,0.0851,9.5648,-0.0128,0.0674,9.8064,0.0448,-0.0391,-0.0043,-12.31,14.27,-23.34,226.14,3.67,0.02
52.030785,-1.999552,86,20.25,13,256.1,,17 / 25,1267346,2019-08-16 11:50:31:715,-0.136,0.1762,9.7662,-0.0328,0.0806,9.8063,0.016,0.0216,0.0053,-12.31,14.27,-23.34,226.14,3.67,0.02
52.030785,-1.999552,86,20.25,13,256.1,,17 / 25,1267445,2019-08-16 11:50:31:814,-0.2644,0.1924,10.1279,-0.0279,-0.0066,9.8066,0.0021,0.0355,-0.0043,-12.24,14.74,-23.09,227.56,3.88,0.48
52.030785,-1.999552,86,20.25,13,256.1,,17 / 25,1267546,2019-08-16 11:50:31:915,-0.4836,-0.0239,10.3542,0.0041,0.0232,9.8066,0.0053,0.0514,0.033,-12.75,14.64,-22.87,225.56,3.74,0.58
52.030785,-1.999552,86,20.25,13,256.1,,17 / 25,1267646,2019-08-16 11:50:32:015,-0.6242,-0.3045,10.3127,-0.0434,0.0093,9.8066,0.0213,0.0472,0.033,-13.19,14.75,-22.55,225.49,3.6,0.8
52.030785,-1.999552,86,20.25,13,256.1,,17 / 25,1267745,2019-08-16 11:50:32:114,0.2064,0.2053,10.0851,-0.0475,-0.0033,9.8065,0.0213,0.0472,0.033,-13.19,14.75,-22.55,225.49,3.6,0.8
52.030785,-1.999552,86,20.25,13,256.1,,17 / 25,1267845,2019-08-16 11:50:32:214,-0.1562,0.1727,9.1779,-0.0314,0.019,9.8066,-0.0149,0.0174,0.0341,-12.88,14.72,-22.75,225.5,3.39,0.98
52.030785,-1.999552,86,20.25,13,256.1,,17 / 25,1267946,2019-08-16 11:50:32:315,-0.198,0.1461,8.9807,-0.026,0.0788,9.8063,-0.0309,-0.0466,0.0202,-13.03,14.57,-22.75,224.96,3.62,1.41
52.030785,-1.999552,86,20.25,13,256.1,,17 / 25,1268045,2019-08-16 11:50:32:414,-0.1848,0.4686,9.6503,0.0302,0.0403,9.8065,-0.0362,-0.0029,0.0351,-13.03,14.57,-22.75,224.96,3.62,1.41
52.030785,-1.999552,86,20.25,13,256.1,,17 / 25,1268145,2019-08-16 11:50:32:514,0.7729,0.3523,11.1934,-0.0092,0.0143,9.8066,0.0181,0.0333,0.0287,-12.71,14.21,-23.17,222.69,3.88,1.43
52.03067,-1.999739,86,18.76,12,254.1,,17 / 25,1268245,2019-08-16 11:50:32:614,-0.3113,0.1815,9.711,-0.0397,0.0496,9.8064,0.0458,0.0088,0.0192,-12.62,13.66,-23.54,222.13,3.9,1.81
52.03067,-1.999739,86,18.76,12,254.1,,17 / 25,1268346,2019-08-16 11:50:32:715,-0.0917,0.0513,9.6476,-0.0575,0.0026,9.8065,0.0213,0.0706,0.0309,-12.62,13.66,-23.54,222.13,3.9,1.81
52.03067,-1.999739,86,18.76,12,254.1,,17 / 25,1268446,2019-08-16 11:50:32:815,-0.1725,-0.0248,9.9476,-0.0434,-0.0127,9.8065,0.0032,0.0152,0.0245,-13.08,14.12,-23.02,222.3,3.66,2.04
52.03067,-1.999739,86,18.76,12,254.1,,17 / 25,1268545,2019-08-16 11:50:32:914,-0.3273,0.1458,9.3534,-0.0207,0.0099,9.8066,-0.0245,-0.0327,0.0298,-13.41,14.47,-22.6,222.38,3.43,2.16
52.03067,-1.999739,86,18.76,12,254.1,,17 / 25,1268645,2019-08-16 11:50:33:014,-0.0951,0.1624,9.7581,0.005,0.0466,9.8065,-0.0245,-0.0327,0.0298,-12.76,14.72,-22.81,222.38,3.43,2.16
52.03067,-1.999739,86,18.76,12,254.1,,17 / 25,1268745,2019-08-16 11:50:33:114,-0.2756,0.0116,10.7187,0.0187,0.0751,9.8063,-0.0117,-0.0114,0.017,-12.76,14.72,-22.81,222.38,3.43,2.16
52.03067,-1.999739,86,18.76,12,254.1,,17 / 25,1268845,2019-08-16 11:50:33:214,-0.3302,-0.3816,10.9455,-0.0083,-0.0221,9.8066,-0.0554,0.0269,0.0447,-13.41,14.47,-22.6,221.86,3.8,2.41
52.03067,-1.999739,86,18.76,12,254.1,,17 / 25,1268946,2019-08-16 11:50:33:315,-0.0239,-0.0788,11.0975,-0.0644,-0.0392,9.8064,0.0288,0.0099,0.033,-12.42,13.94,-23.48,224.18,3.37,2.49
52.03067,-1.999739,86,18.76,12,254.1,,17 / 25,1269045,2019-08-16 11:50:33:414,0.3527,-0.726,9.2722,-0.0144,-0.024,9.8066,-0.1087,0.0578,0.0458,-11.48,13.83,-24.02,226.27,3.18,2.57
52.03067,-1.999739,86,18.76,12,254.1,,17 / 25,1269145,2019-08-16 11:50:33:514,-0.1825,-0.2345,8.5917,-0.0431,0.0447,9.8065,0.1321,0.0141,0.0458,-11.48,13.83,-24.02,226.27,3.18,2.57
52.03052,-2.00001,85,19.38,12,251.3,,17 / 25,1269245,2019-08-16 11:50:33:614,0.2687,-0.3017,9.4015,-0.0223,0.03,9.8066,-0.0234,0.0802,0.0149,-14.45,12.9,-22.91,217.66,3.2,2.93
52.03052,-2.00001,85,19.38,12,251.3,,17 / 25,1269345,2019-08-16 11:50:33:714,0.4463,-0.567,10.3232,-0.0205,0.0122,9.8066,-0.0639,-0.0146,0.0287,-14.61,13.04,-22.72,217.66,3.2,2.93
52.03052,-2.00001,85,19.38,12,251.3,,17 / 25,1269445,2019-08-16 11:50:33:814,0.1406,-0.1033,10.5153,0.0191,0.0177,9.8066,-0.0639,-0.0146,0.0287,-13.64,13.77,-22.9,219.81,3.35,2.94
52.03052,-2.00001,85,19.38,12,251.3,,17 / 25,1269546,2019-08-16 11:50:33:915,-0.068,-0.1888,9.2797,0.0325,0.0143,9.8066,-0.0852,-0.0157,0.001,-13.64,13.77,-22.9,219.81,3.35,2.94
52.03052,-2.00001,85,19.38,12,251.3,,17 / 25,1269645,2019-08-16 11:50:34:014,-0.0675,-0.2177,11.2373,-0.031,-0.0707,9.8063,-0.0479,0.077,0.0309,-13.73,13.4,-23.06,217.46,3.55,2.89
52.03052,-2.00001,85,19.38,12,251.3,,17 / 25,1269745,2019-08-16 11:50:34:114,0.011,-0.1296,10.9395,-0.052,-0.1327,9.8056,0.0096,0.0227,0.033,-13.65,13.33,-23.15,217.46,3.55,2.89
52.03052,-2.00001,85,19.38,12,251.3,,17 / 25,1269845,2019-08-16 11:50:34:214,-0.3167,0.1604,10.2392,-0.0466,-0.1074,9.806,0.0032,-0.0104,0.0053,-13.84,13.52,-22.93,220.46,2.95,2.55
52.03052,-2.00001,85,19.38,12,251.3,,17 / 25,1269945,2019-08-16 11:50:34:314,-0.4861,0.2083,9.8668,-0.0021,-0.0664,9.8064,-0.0341,0.0653,-0.0117,-14.48,12.42,-23.15,216.04,2.82,2.43
52.03052,-2.00001,85,19.38,12,251.3,,17 / 25,1270046,2019-08-16 11:50:34:415,0.2385,-0.7853,10.1131,0.0401,-0.1184,9.8059,0.0128,0.0141,0.0202,-14.48,12.42,-23.15,216.04,2.82,2.43
52.03052,-2.00001,85,19.38,12,251.3,,17 / 25,1270145,2019-08-16 11:50:34:514,0.0616,-0.4279,9.7619,0.0923,-0.1354,9.8053,0.1268,-0.0135,-0.0192,-13.66,12.86,-23.41,216.04,2.82,2.43
52.03044,-2.000238,85,19.09,13,250.7,,17 / 25,1270245,2019-08-16 11:50:34:614,1.1331,0.4253,6.0315,0.035,0.0843,9.8062,0.1268,-0.0135,-0.0192,-14.65,11.56,-23.49,215.29,2.79,1.47
52.03044,-2.000238,85,19.09,13,250.7,,17 / 25,1270346,2019-08-16 11:50:34:715,-0.378,0.16,9.1787,0.0733,0.0583,9.8062,0.0448,-0.0285,0.0277,-14.65,11.56,-23.49,215.29,2.79,1.47
52.03044,-2.000238,85,19.09,13,250.7,,17 / 25,1270445,2019-08-16 11:50:34:814,0.3918,-0.56,10.768,-0.0357,-0.0494,9.8065,-0.0469,-0.0146,0.0245,-14.42,12.82,-22.97,218.95,3.33,1.5
52.03044,-2.000238,85,19.09,13,250.7,,17 / 25,1270546,2019-08-16 11:50:34:915,-0.0857,-0.5013,10.4564,-0.0483,-0.0447,9.8064,0.0522,0.0472,0.0319,-15.07,11.79,-23.11,215.22,2.99,1.41
52.03044,-2.000238,85,19.09,13,250.7,,17 / 25,1270645,2019-08-16 11:50:35:014,-0.0274,0.2054,9.831,-0.0865,-0.062,9.8061,0.0469,-0.0114,0.0469,-14.13,12.9,-23.11,219.75,2.37,1.4
52.03044,-2.000238,85,19.09,13,250.7,,17 / 25,1270746,2019-08-16 11:50:35:115,-0.7023,0.2386,8.7116,-0.0093,0.0134,9.8066,-0.0021,0.0887,-0.0149,-14.13,12.9,-23.11,219.75,2.37,1.4
52.03044,-2.000238,85,19.09,13,250.7,,17 / 25,1270845,2019-08-16 11:50:35:214,0.434,0.0117,9.7992,-0.0474,0.0052,9.8065,0.0139,-0.0295,0.0074,-15.23,11.82,-22.99,215.57,2.17,1.6
52.03044,-2.000238,85,19.09,13,250.7,,17 / 25,1270945,2019-08-16 11:50:35:314,0.235,-0.0725,9.709,0.0577,0.0169,9.8065,-0.0213,-0.054,0.0149,-14.29,12.2,-23.38,217.19,2.48,1.54
52.03044,-2.000238,85,19.09,13,250.7,,17 / 25,1271045,2019-08-16 11:50:35:414,0.3186,-0.0356,9.5156,0.0459,-0.0073,9.8065,-0.0213,-0.054,0.0149,-14.8,9.98,-24.11,210.18,2.8,1.42
52.03044,-2.000238,85,19.09,13,250.7,,17 / 25,1271145,2019-08-16 11:50:35:514,0.2245,-0.4291,11.0052,0.0274,-0.0418,9.8065,-0.0053,0.012,0.0074,-14.8,9.98,-24.11,210.18,2.8,1.42
52.030308,-2.000491,85,19.35,13,248.9,,17 / 25,1271246,2019-08-16 11:50:35:615,0.0142,-0.1325,10.7115,-0.0339,-0.0215,9.8066,0.0192,0.093,0.0053,-15.28,12.86,-22.38,218.01,2.82,1.13
52.030308,-2.000491,85,19.35,13,248.9,,17 / 25,1271345,2019-08-16 11:50:35:714,-0.3074,-0.0381,9.6536,-0.0517,-0.0489,9.8064,0.0139,0.0589,0.0138,-16.48,10.98,-22.53,218.01,2.82,1.13
52.030308,-2.000491,85,19.35,13,248.9,,17 / 25,1271445,2019-08-16 11:50:35:814,0.2311,-0.3127,9.7678,-0.0456,-0.0348,9.8065,0.0181,0.0472,0.0138,-17.23,11,-21.96,210.56,2.41,1.09
52.030308,-2.000491,85,19.35,13,248.9,,17 / 25,1271547,2019-08-16 11:50:35:916,0.195,-0.1942,9.3636,-0.0438,-0.0442,9.8065,-0.0085,-0.0029,0.0351,-15.65,12.89,-22.12,216.93,2.05,0.99
52.030308,-2.000491,85,19.35,13,248.9,,17 / 25,1271645,2019-08-16 11:50:36:014,0.045,0.3464,9.6893,0.0271,0.0303,9.8066,-0.033,-0.0476,0.0383,-15.65,12.89,-22.12,216.93,2.05,0.99
52.030308,-2.000491,85,19.35,13,248.9,,17 / 25,1271745,2019-08-16 11:50:36:114,-0.6544,0.6104,9.9346,0.0725,0.0717,9.8061,0.0053,0.0482,0.0447,-15.48,11.26,-23.1,213.35,2.65,1.07
52.030308,-2.000491,85,19.35,13,248.9,,17 / 25,1271845,2019-08-16 11:50:36:214,0.0183,0.3423,10.3777,-0.0155,-0.0106,9.8066,0.0053,0.0482,0.0447,-16.8,10.55,-22.5,210.4,2.54,1.07
