,n,Session,location.seconds.Unix,location.millis,location.gpstime,location.lat,location.lon,location.alt,location.track,location.speed.M-S,location.acc,location.nsats
548,549,13700,1457881771,123,1457881772.0,41.14010771,-8.60947396,60.9,3.0,11.0,,
549,550,13700,1457881773,528,1457881774.0,41.14011479,-8.6094718,61.4,3.0,11.0,,
550,551,13700,1457881775,15,1457881776.0,41.1401196,-8.60947379,61.3,3.0,11.0,,
551,552,13700,1457881776,532,1457881777.0,41.14012199,-8.60947482,61.0,3.0,11.0,,
552,553,13700,1457881778,494,1457881779.0,41.14012307,-8.60947587,60.9,3.0,11.0,,
553,554,13700,1457881780,514,1457881781.0,41.14012328,-8.60947628,60.9,3.0,11.0,,
554,555,13700,1457881782,48,1457881783.0,41.14012327,-8.6094766,60.9,3.0,11.0,,
555,556,13700,1457881783,599,1457881784.0,41.14012326,-8.6094767,60.9,3.0,11.0,,
556,557,13700,1457881785,515,1457881786.0,41.14012327,-8.60947678,60.9,3.0,11.0,,
557,558,13700,1457881786,991,1457881788.0,41.14012328,-8.60947686,60.8,3.0,11.0,,
558,559,13700,1457881787,959,1457881789.0,41.14012329,-8.6094769,60.8,3.0,11.0,,
559,560,13700,1457881788,961,1457881790.0,41.14012327,-8.60947694,60.8,3.0,11.0,,
560,561,13700,1457881790,1457881791,41.14012322,-8.60947698,60.8,3.0,11.0,,,
561,562,13700,1457881790,958,1457881792.0,41.14012315,-8.60947698,60.8,3.0,11.0,,
562,563,13700,1457881791,996,1457881793.0,41.14012314,-8.60947697,60.8,3.0,11.0,,
563,564,13700,1457881793,49,1457881794.0,41.14013385,-8.6094807,60.8,345.3,2.0,3.0,11.0
564,565,13700,1457881794,16,1457881795.0,41.14015988,-8.60948893,60.3,345.6,2.5,4.0,11.0
565,566,13700,1457881794,982,1457881796.0,41.14017753,-8.60949895,59.7,345.7,2.0,4.0,11.0
566,567,13700,1457881795,960,1457881797.0,41.14019836,-8.60950548,59.4,346.3,2.25,4.0,11.0
567,568,13700,1457881796,970,1457881798.0,41.14020592,-8.60950611,59.5,344.2,1.0,3.0,11.0
568,569,13700,1457881797,988,1457881799.0,41.14021035,-8.60950645,60.8,344.2,0.25,4.0,11.0
569,570,13700,1457881798,984,1457881800.0,41.14021002,-8.60950655,60.5,3.0,11.0,,
570,571,13700,1457881799,960,1457881801.0,41.1402113,-8.60950553,60.7,3.0,11.0,,
571,572,13700,1457881800,960,1457881802.0,41.14021207,-8.60950459,60.8,3.0,10.0,,
572,573,13700,1457881801,974,1457881803.0,41.14021324,-8.60950532,60.9,3.0,11.0,,
573,574,13700,1457881802,975,1457881804.0,41.1402138,-8.60950565,60.7,3.0,11.0,,
574,575,13700,1457881803,969,1457881805.0,41.14021534,-8.60950649,60.3,3.0,11.0,,
575,576,13700,1457881804,971,1457881806.0,41.14021866,-8.6095039,60.2,3.0,11.0,,
576,577,13700,1457881806,20,1457881807.0,41.14022029,-8.60950169,60.2,3.0,11.0,,
577,578,13700,1457881806,971,1457881808.0,41.14022364,-8.60949977,60.4,3.0,10.0,,
578,579,13700,1457881807,963,1457881809.0,41.14022518,-8.60950133,60.2,3.0,10.0,,
579,580,13700,1457881808,970,1457881810.0,41.14022643,-8.60950115,60.3,3.0,10.0,,
580,581,13700,1457881810,14,1457881811.0,41.14022748,-8.60950142,60.2,3.0,10.0,,
581,582,13700,1457881810,961,1457881812.0,41.14022765,-8.60950144,60.2,3.0,10.0,,
582,583,13700,1457881811,967,1457881813.0,41.14022766,-8.60950142,60.2,3.0,9.0,,
583,584,13700,1457881812,965,1457881814.0,41.14022771,-8.60950145,60.2,3.0,10.0,,
584,585,13700,1457881813,971,1457881815.0,41.14022919,-8.60950209,60.2,344.2,0.25,3.0,11.0
585,586,13700,1457881814,969,1457881816.0,41.14023758,-8.60950558,59.9,350.1,0.75,4.0,11.0
586,587,13700,1457881815,972,1457881817.0,41.14025001,-8.6095132,60.4,338.9,1.25,4.0,11.0
587,588,13700,1457881816,971,1457881818.0,41.14026138,-8.60951902,60.2,343.1,1.25,4.0,11.0
588,589,13700,1457881817,969,1457881819.0,41.14027006,-8.60952348,60.1,340.9,1.0,3.0,11.0
589,590,13700,1457881818,961,1457881820.0,41.14027718,-8.60952691,59.7,342.0,0.75,4.0,11.0
590,591,13700,1457881819,972,1457881821.0,41.1402751,-8.60952831,60.6,4.0,11.0,,
591,592,13700,1457881820,963,1457881822.0,41.14027432,-8.60952911,61.0,3.0,11.0,,
592,593,13700,1457881821,972,1457881823.0,41.1402736,-8.60952958,61.7,3.0,11.0,,
593,594,13700,1457881823,498,1457881824.0,41.14027365,-8.60953093,62.4,3.0,11.0,,
594,595,13700,1457881824,970,1457881826.0,41.14027728,-8.60953181,62.8,3.0,11.0,,
595,596,13700,1457881826,491,1457881827.0,41.14027849,-8.60953114,62.6,3.0,10.0,,
596,597,13700,1457881828,523,1457881829.0,41.14027769,-8.60953117,63.1,342.0,0.25,4.0,11.0
597,598,13700,1457881830,77,1457881831.0,41.14029874,-8.60954006,63.2,343.1,1.0,4.0,11.0
598,599,13700,1457881831,180,1457881832.0,41.14031823,-8.60954605,62.4,346.1,1.75,4.0,11.0
599,600,13700,1457881833,500,1457881834.0,41.14037127,-8.6095666,63.0,342.6,2.5,4.0,11.0
600,601,13700,1457881835,529,1457881836.0,41.14042101,-8.60958225,62.9,345.0,2.25,4.0,11.0
601,602,13700,1457881837,64,1457881838.0,41.14044996,-8.60958927,64.6,346.6,1.0,5.0,11.0
602,603,13700,1457881838,590,1457881839.0,41.14046016,-8.60959096,64.2,346.4,1.0,4.0,11.0
603,604,13700,1457881839,997,1457881841.0,41.14047489,-8.60959559,61.9,4.0,11.0,,
604,605,13700,1457881840,960,1457881842.0,41.14048012,-8.60959661,62.0,4.0,11.0,,
605,606,13700,1457881842,495,1457881843.0,41.14048322,-8.60959782,62.0,338.9,0.25,4.0,11.0
606,607,13700,1457881844,529,1457881845.0,41.1404929,-8.60959921,64.6,4.0,12.0,,
607,608,13700,1457881846,48,1457881847.0,41.14049991,-8.60959899,64.1,4.0,11.0,,
608,609,13700,1457881847,576,1457881848.0,41.14050331,-8.60959878,64.0,4.0,11.0,,
609,610,13700,1457881849,513,1457881850.0,41.1405128,-8.60960115,62.9,338.9,0.5,4.0,11.0
610,611,13700,1457881851,139,1457881852.0,41.1405433,-8.609608,61.6,347.6,1.5,4.0,11.0
611,612,13700,1457881853,522,1457881854.0,41.14056157,-8.60961494,62.0,4.0,11.0,,
612,613,13700,1457881855,3,1457881856.0,41.14056682,-8.6096243,61.6,4.0,11.0,,
613,614,13700,1457881856,194,1457881857.0,41.14056755,-8.60962597,61.5,4.0,11.0,,
614,615,13700,1457881858,503,1457881859.0,41.14057176,-8.60962849,61.4,4.0,11.0,,
615,616,13700,1457881860,544,1457881861.0,41.14057621,-8.60962884,61.6,3.0,12.0,,
616,617,13700,1457881862,42,1457881863.0,41.14057665,-8.60962898,62.1,3.0,11.0,,
617,618,13700,1457881863,565,1457881864.0,41.14057717,-8.6096304,62.1,3.0,11.0,,
618,619,13700,1457881865,525,1457881866.0,41.14057812,-8.60963252,62.1,4.0,11.0,,
619,620,13700,1457881867,16,1457881868.0,41.14057848,-8.60963332,62.1,4.0,11.0,,
620,621,13700,1457881868,85,1457881869.0,41.14057854,-8.60963346,62.1,4.0,11.0,,
621,622,13700,1457881869,73,1457881870.0,41.14057859,-8.60963354,62.2,4.0,11.0,,
622,623,13700,1457881870,666,1457881871.0,41.14058105,-8.60963403,62.2,351.4,0.25,4.0,11.0
623,624,13700,1457881872,549,1457881873.0,41.14058999,-8.6096338,62.2,351.4,0.5,4.0,11.0
624,625,13700,1457881874,527,1457881875.0,41.14059384,-8.60963183,62.1,4.0,11.0,,
625,626,13700,1457881876,528,1457881877.0,41.1405944,-8.60962849,61.9,5.0,11.0,,
626,627,13700,1457881878,35,1457881879.0,41.14059626,-8.60962855,61.8,6.0,11.0,,
627,628,13700,1457881879,555,1457881880.0,41.14059762,-8.60962934,62.0,7.0,11.0,,
628,629,13700,1457881881,516,1457881882.0,41.14060139,-8.60963304,62.0,351.4,0.25,6.0,11.0
629,630,13700,1457881883,522,1457881884.0,41.14060322,-8.60964899,61.5,351.4,0.5,6.0,11.0
630,631,13700,1457881885,527,1457881886.0,41.1406131,-8.60965967,64.6,351.4,0.5,4.0,11.0
631,632,13700,1457881887,21,1457881888.0,41.1406257,-8.60966152,63.5,351.4,0.5,4.0,11.0
632,633,13700,1457881888,531,1457881889.0,41.14063324,-8.60966429,63.6,351.4,0.5,4.0,11.0
633,634,13700,1457881890,527,1457881891.0,41.14065033,-8.60966837,62.2,351.4,0.5,4.0,11.0
634,635,13700,1457881892,542,1457881893.0,41.14066253,-8.60967149,62.0,351.4,0.25,4.0,11.0
635,636,13700,1457881894,49,1457881895.0,41.14067179,-8.60967931,62.0,4.0,11.0,,
636,637,13700,1457881895,573,1457881896.0,41.14067506,-8.60968061,62.0,351.4,0.25,4.0,11.0
637,638,13700,1457881897,506,1457881898.0,41.14068725,-8.60969566,60.7,4.0,11.0,,
638,639,13700,1457881899,141,1457881900.0,41.14069695,-8.60970572,61.2,5.0,11.0,,
639,640,13700,1457881901,503,1457881902.0,41.14070314,-8.60970524,60.8,351.4,0.25,5.0,11.0
640,641,13700,1457881903,11,1457881904.0,41.14070809,-8.60969941,62.2,5.0,11.0,,
641,642,13700,1457881904,531,1457881905.0,41.14070895,-8.609697,62.4,5.0,11.0,,
642,643,13700,1457881906,498,1457881907.0,41.14070817,-8.60969659,63.3,5.0,9.0,,
643,644,13700,1457881908,514,1457881909.0,41.14070885,-8.6096953,63.3,5.0,10.0,,
644,645,13700,1457881910,93,1457881911.0,41.14070938,-8.60969391,63.3,5.0,10.0,,
645,646,13700,1457881911,92,1457881912.0,41.14070989,-8.60969188,63.5,6.0,10.0,,
646,647,13700,1457881913,492,1457881914.0,41.14071044,-8.60968748,64.0,7.0,10.0,,
647,648,13700,1457881915,534,1457881916.0,41.14071078,-8.60968535,64.0,8.0,10.0,,
648,649,13700,1457881917,524,1457881918.0,41.14071094,-8.60968461,63.9,10.0,10.0,,
649,650,13700,1457881919,9,1457881920.0,41.14071103,-8.60968437,63.9,12.0,10.0,,
650,651,13700,1457881920,548,1457881921.0,41.14071106,-8.60968431,63.9,12.0,10.0,,
651,652,13700,1457881922,502,1457881923.0,41.14072386,-8.60968199,65.1,351.4,0.5,13.0,10.0
652,653,13700,1457881924,527,1457881925.0,41.14080382,-8.60961662,68.4,51.3,5.25,4.0,8.0
653,654,13700,1457881925,989,1457881927.0,41.14088833,-8.60935947,68.0,74.9,10.0,4.0,10.0
654,655,13700,1457881927,11,1457881928.0,41.14092728,-8.60921003,67.6,73.7,12.75,3.0,10.0
655,656,13700,1457881927,972,1457881929.0,41.14096495,-8.60903493,67.8,73.5,15.0,3.0,9.0
656,657,13700,1457881929,497,1457881930.0,41.14099876,-8.60885204,67.6,73.5,15.75,4.0,9.0
657,658,13700,1457881931,112,1457881932.0,41.14108783,-8.6084604,66.7,73.2,17.5,4.0,8.0
658,659,13700,1457881933,512,1457881934.0,41.14117884,-8.60808957,65.3,73.2,15.75,3.0,9.0
659,660,13700,1457881934,987,1457881936.0,41.14124487,-8.60780083,65.0,72.7,11.75,4.0,9.0
660,661,13700,1457881935,980,1457881937.0,41.14126577,-8.60769001,64.6,72.8,10.0,3.0,10.0
661,662,13700,1457881936,968,1457881938.0,41.14128744,-8.60759282,64.7,72.8,8.5,3.0,10.0
662,663,13700,1457881937,981,1457881939.0,41.14130797,-8.60750824,64.8,71.8,7.75,4.0,10.0
663,664,13700,1457881938,976,1457881940.0,41.14132386,-8.60741994,65.3,72.5,7.25,4.0,10.0
664,665,13700,1457881939,978,1457881941.0,41.14134421,-8.60733411,66.1,72.3,7.5,4.0,11.0
665,666,13700,1457881940,972,1457881942.0,41.14136415,-8.60724385,66.0,71.5,8.0,4.0,11.0
666,667,13700,1457881941,979,1457881943.0,41.14138933,-8.60714557,66.3,71.2,8.75,5.0,11.0
667,668,13700,1457881942,975,1457881944.0,41.14141609,-8.60703782,65.9,71.3,9.5,5.0,11.0
668,669,13700,1457881943,976,1457881945.0,41.1414396,-8.60691474,65.9,71.5,10.5,5.0,11.0
669,670,13700,1457881944,979,1457881946.0,41.14147347,-8.60678478,66.1,72.1,11.25,5.0,11.0
670,671,13700,1457881945,970,1457881947.0,41.1415027,-8.60665629,65.7,72.8,11.25,6.0,11.0
671,672,13700,1457881946,979,1457881948.0,41.14152776,-8.60652628,65.6,73.6,11.0,6.0,11.0
672,673,13700,1457881947,981,1457881949.0,41.14155929,-8.60640244,65.7,73.7,10.5,6.0,10.0
673,674,13700,1457881948,978,1457881950.0,41.14158518,-8.60628142,65.8,73.4,10.25,6.0,10.0
674,675,13700,1457881949,984,1457881951.0,41.14160935,-8.60617078,65.2,74.0,9.75,6.0,11.0
675,676,13700,1457881950,979,1457881952.0,41.14163166,-8.60605789,65.3,74.3,10.0,5.0,11.0
676,677,13700,1457881951,983,1457881953.0,41.14165056,-8.60594144,65.8,75.2,10.0,4.0,12.0
677,678,13700,1457881952,976,1457881954.0,41.1416693,-8.60582865,65.7,75.9,10.0,4.0,12.0
678,679,13700,1457881953,985,1457881955.0,41.14169253,-8.60570906,65.2,75.7,10.25,4.0,12.0
679,680,13700,1457881954,980,1457881956.0,41.14171505,-8.60559596,65.1,75.0,10.25,4.0,12.0
680,681,13700,1457881955,986,1457881957.0,41.14174085,-8.60547849,64.9,75.4,10.25,4.0,11.0
681,682,13700,1457881956,978,1457881958.0,41.14176597,-8.60536566,64.7,74.4,10.0,4.0,11.0
682,683,13700,1457881957,977,1457881959.0,41.14178947,-8.60524888,64.5,75.3,10.25,4.0,11.0
683,684,13700,1457881958,982,1457881960.0,41.14180477,-8.60513256,63.9,78.6,10.0,4.0,11.0
684,685,13700,1457881959,976,1457881961.0,41.1418142,-8.60501167,63.8,83.0,10.0,4.0,11.0
685,686,13700,1457881960,970,1457881962.0,41.14182165,-8.60488682,64.4,85.3,10.25,4.0,10.0
686,687,13700,1457881961,981,1457881963.0,41.14182174,-8.60476648,63.9,89.0,10.25,4.0,10.0
687,688,13700,1457881962,972,1457881964.0,41.14180831,-8.60464175,63.6,93.6,10.0,4.0,10.0
688,689,13700,1457881963,998,1457881965.0,41.14179531,-8.60452862,63.3,96.9,10.0,4.0,9.0
689,690,13700,1457881964,975,1457881966.0,41.14177988,-8.60440942,63.4,100.4,10.0,4.0,9.0
690,691,13700,1457881965,993,1457881967.0,41.14177136,-8.60429453,63.1,100.9,10.0,4.0,9.0
691,692,13700,1457881967,43,1457881968.0,41.14175808,-8.60417817,63.1,99.0,10.0,4.0,10.0
692,693,13700,1457881967,978,1457881969.0,41.14174941,-8.60406063,62.9,96.0,9.75,4.0,10.0
693,694,13700,1457881968,981,1457881970.0,41.14175218,-8.60395356,62.9,90.3,9.5,4.0,10.0
694,695,13700,1457881969,978,1457881971.0,41.14175783,-8.60385164,63.1,86.8,8.5,4.0,10.0
695,696,13700,1457881970,970,1457881972.0,41.14176409,-8.60376921,63.0,84.0,7.0,4.0,9.0
696,697,13700,1457881972,24,1457881973.0,41.14177141,-8.60371258,62.8,82.2,5.25,4.0,9.0
697,698,13700,1457881972,992,1457881974.0,41.14177892,-8.60365699,62.9,81.9,5.0,4.0,9.0
698,699,13700,1457881974,539,1457881975.0,41.14180102,-8.60358327,62.9,81.6,5.75,4.0,9.0
699,700,13700,1457881976,533,1457881977.0,41.14181274,-8.60346449,63.4,81.8,4.5,4.0,9.0
700,701,13700,1457881978,531,1457881979.0,41.14182117,-8.60334539,64.0,82.4,5.75,4.0,9.0
701,702,13700,1457881980,70,1457881981.0,41.14184325,-8.60317721,64.7,81.5,7.25,4.0,9.0
702,703,13700,1457881981,653,1457881982.0,41.14185147,-8.60308114,65.0,82.1,7.75,4.0,9.0
703,704,13700,1457881983,523,1457881984.0,41.14186975,-8.60287239,65.5,82.3,8.75,4.0,9.0
704,705,13700,1457881985,551,1457881986.0,41.14189861,-8.60263993,65.4,81.2,10.25,4.0,9.0
705,706,13700,1457881987,63,1457881988.0,41.14193225,-8.60237909,64.9,81.1,11.0,4.0,9.0
706,707,13700,1457881988,628,1457881989.0,41.14194855,-8.60224642,65.2,81.1,11.0,4.0,10.0
707,708,13700,1457881990,555,1457881991.0,41.14198099,-8.60199443,65.1,78.8,11.25,5.0,10.0
708,709,13700,1457881992,608,1457881993.0,41.14201667,-8.60174903,64.5,79.6,10.5,6.0,10.0
709,710,13700,1457881994,579,1457881995.0,41.1420235,-8.60150676,64.0,83.0,10.25,4.0,10.0
710,711,13700,1457881996,37,1457881997.0,41.14204551,-8.60125552,64.2,87.1,10.25,4.0,10.0
711,712,13700,1457881997,573,1457881998.0,41.1420507,-8.60112556,64.2,88.2,10.5,4.0,10.0
712,713,13700,1457881999,537,1457882000.0,41.14204237,-8.60087171,63.9,93.2,10.75,4.0,9.0
713,714,13700,1457882001,513,1457882002.0,41.14202221,-8.60061361,64.0,95.8,10.75,4.0,9.0
714,715,13700,1457882003,581,1457882004.0,41.14199503,-8.60036147,64.0,99.9,10.75,4.0,9.0
715,716,13700,1457882004,997,1457882006.0,41.14192858,-8.60012192,64.1,105.9,10.5,4.0,9.0
716,717,13700,1457882006,531,1457882007.0,41.14190272,-8.60000173,63.8,106.9,10.25,4.0,8.0
717,718,13700,1457882008,516,1457882009.0,41.1418559,-8.5997838,62.2,107.6,9.5,4.0,9.0
718,719,13700,1457882010,536,1457882011.0,41.14181429,-8.59957879,60.7,107.1,9.0,4.0,8.0
719,720,13700,1457882012,37,1457882013.0,41.14175636,-8.59936498,61.9,108.2,9.5,4.0,8.0
720,721,13700,1457882013,549,1457882014.0,41.14173346,-8.59925055,61.5,105.3,9.5,4.0,8.0
721,722,13700,1457882014,987,1457882016.0,41.1416561,-8.59901452,62.1,113.6,11.0,4.0,8.0
722,723,13700,1457882016,502,1457882017.0,41.14161135,-8.59889137,61.9,116.3,11.25,4.0,8.0
723,724,13700,1457882018,524,1457882019.0,41.14150709,-8.59865025,62.6,120.2,11.75,3.0,8.0
724,725,13700,1457882020,74,1457882021.0,41.14139334,-8.59841281,62.9,122.5,12.0,4.0,8.0
725,726,13700,1457882021,591,1457882022.0,41.14132936,-8.59830109,63.2,123.5,11.75,4.0,8.0
726,727,13700,1457882023,539,1457882024.0,41.14122787,-8.59808271,64.1,122.2,11.0,4.0,8.0
727,728,13700,1457882025,526,1457882026.0,41.14112488,-8.59785351,64.0,120.9,11.5,4.0,8.0
728,729,13700,1457882027,550,1457882028.0,41.14098366,-8.59754473,64.4,120.8,16.0,4.0,8.0
729,730,13700,1457882029,41,1457882030.0,41.14078852,-8.59713296,64.9,121.3,21.0,4.0,8.0
730,731,13700,1457882030,559,1457882031.0,41.14068097,-8.59691012,64.8,121.4,21.75,3.0,8.0
731,732,13700,1457882032,167,1457882033.0,41.14048375,-8.59646392,65.0,121.1,21.5,3.0,9.0
732,733,13700,1457882034,567,1457882035.0,41.14029043,-8.59604669,64.2,123.1,20.5,4.0,9.0
733,734,13700,1457882036,68,1457882037.0,41.1400961,-8.59563244,64.8,121.3,20.0,3.0,9.0
734,735,13700,1457882037,26,1457882038.0,41.14000857,-8.59542061,65.2,117.9,19.75,4.0,9.0
735,736,13700,1457882038,33,1457882039.0,41.13994411,-8.59520757,65.6,113.3,19.5,4.0,9.0
736,737,13700,1457882038,993,1457882040.0,41.13991308,-8.5949971,65.4,105.1,19.0,4.0,9.0
737,738,13700,1457882040,24,1457882041.0,41.13988633,-8.59477674,65.5,100.5,18.75,4.0,9.0
738,739,13700,1457882041,520,1457882042.0,41.13990694,-8.59456269,65.2,91.0,18.0,3.0,9.0
739,740,13700,1457882043,534,1457882044.0,41.13992893,-8.59414674,65.2,84.7,17.5,3.0,9.0
740,741,13700,1457882045,41,1457882046.0,41.13995965,-8.59380035,65.1,82.7,13.5,3.0,9.0
741,742,13700,1457882046,13,1457882047.0,41.13997375,-8.59367283,64.5,83.4,11.0,3.0,9.0
742,743,13700,1457882046,988,1457882048.0,41.1399835,-8.59357378,64.9,83.9,8.5,3.0,10.0
743,744,13700,1457882047,987,1457882049.0,41.13999241,-8.5934902,65.3,84.0,7.0,3.0,10.0
744,745,13700,1457882049,9,1457882050.0,41.13999968,-8.59341209,65.6,83.6,6.5,3.0,10.0
745,746,13700,1457882050,40,1457882051.0,41.14000507,-8.59333194,65.8,83.7,6.5,3.0,10.0
746,747,13700,1457882050,986,1457882052.0,41.14001122,-8.59324342,66.0,84.0,6.75,3.0,10.0
747,748,13700,1457882051,991,1457882053.0,41.14001895,-8.59315826,66.4,83.9,7.0,3.0,10.0
748,749,13700,1457882052,979,1457882054.0,41.14002623,-8.59307583,66.7,83.7,7.0,3.0,9.0
749,750,13700,1457882053,986,1457882055.0,41.1400315,-8.59299466,67.1,84.1,6.5,3.0,9.0
750,751,13700,1457882054,992,1457882056.0,41.14003609,-8.5929136,67.3,84.1,6.5,3.0,10.0
751,752,13700,1457882056,2,1457882057.0,41.1400436,-8.59283194,67.7,83.8,6.5,3.0,10.0
752,753,13700,1457882056,990,1457882058.0,41.14004927,-8.59274716,67.8,84.0,6.5,3.0,10.0
753,754,13700,1457882057,989,1457882059.0,41.14005746,-8.59266457,67.8,83.8,6.75,3.0,10.0
754,755,13700,1457882058,996,1457882060.0,41.14006553,-8.59258034,67.8,83.1,6.75,3.0,10.0
755,756,13700,1457882059,986,1457882061.0,41.1400729,-8.59249559,68.2,83.9,7.0,3.0,10.0
756,757,13700,1457882060,984,1457882062.0,41.14008468,-8.59240213,68.0,84.1,7.25,3.0,10.0
757,758,13700,1457882061,985,1457882063.0,41.14009125,-8.59231105,68.3,84.7,7.5,3.0,10.0
758,759,13700,1457882063,1,1457882064.0,41.14009606,-8.59223373,68.6,84.3,6.5,3.0,10.0
759,760,13700,1457882063,992,1457882065.0,41.14009837,-8.5921753,68.8,83.8,4.75,3.0,10.0
760,761,13700,1457882064,988,1457882066.0,41.14009352,-8.5921262,69.4,84.3,4.0,4.0,10.0
761,762,13700,1457882066,21,1457882067.0,41.1400889,-8.59207773,70.2,84.0,4.25,3.0,10.0
762,763,13700,1457882066,992,1457882068.0,41.14009702,-8.59201808,69.9,83.5,5.0,4.0,10.0
763,764,13700,1457882067,989,1457882069.0,41.14010358,-8.59194849,70.2,83.5,5.75,3.0,10.0
764,765,13700,1457882068,997,1457882070.0,41.14011088,-8.59187364,70.6,83.3,6.25,3.0,10.0
765,766,13700,1457882069,986,1457882071.0,41.14011716,-8.5917926,70.7,83.7,6.75,4.0,10.0
766,767,13700,1457882071,17,1457882072.0,41.14012447,-8.59170144,70.7,83.4,7.5,4.0,10.0
767,768,13700,1457882071,993,1457882073.0,41.14013112,-8.59159855,70.8,83.1,8.25,3.0,10.0
768,769,13700,1457882072,990,1457882074.0,41.14013825,-8.59148613,70.8,83.9,8.75,4.0,10.0
769,770,13700,1457882073,993,1457882075.0,41.14014777,-8.59137031,71.0,84.0,9.25,4.0,10.0
770,771,13700,1457882074,993,1457882076.0,41.14015695,-8.59124967,71.2,84.5,9.75,4.0,10.0
771,772,13700,1457882075,996,1457882077.0,41.14016649,-8.59112337,71.2,84.3,10.25,4.0,10.0
772,773,13700,1457882076,987,1457882078.0,41.14017789,-8.59099692,71.3,83.7,10.5,3.0,10.0
773,774,13700,1457882077,991,1457882079.0,41.14018806,-8.59088304,71.4,83.8,10.0,3.0,10.0
774,775,13700,1457882078,982,1457882080.0,41.14019125,-8.5907839,72.1,83.8,8.5,3.0,10.0
775,776,13700,1457882080,20,1457882081.0,41.14019502,-8.59069307,72.3,84.1,7.75,3.0,10.0
776,777,13700,1457882080,978,1457882082.0,41.14020079,-8.59060291,72.6,84.6,7.25,4.0,10.0
777,778,13700,1457882081,990,1457882083.0,41.14020831,-8.5905375,68.4,83.0,6.0,3.0,10.0
778,779,13700,1457882082,982,1457882084.0,41.14021517,-8.59048378,70.5,81.2,4.75,3.0,10.0
779,780,13700,1457882083,994,1457882085.0,41.14022465,-8.59043079,71.3,81.2,4.25,4.0,10.0
780,781,13700,1457882085,515,1457882086.0,41.1402337,-8.59038661,71.8,79.0,4.25,4.0,10.0
781,782,13700,1457882087,549,1457882088.0,41.14026231,-8.59030706,71.8,74.1,4.0,3.0,10.0
782,783,13700,1457882089,536,1457882090.0,41.14028544,-8.59020915,71.6,74.8,5.0,4.0,10.0
783,784,13700,1457882091,218,1457882092.0,41.14031974,-8.59008956,71.7,72.0,5.75,3.0,10.0
784,785,13700,1457882092,126,1457882093.0,41.14034821,-8.59002914,71.5,68.4,6.25,3.0,10.0
785,786,13700,1457882093,59,1457882094.0,41.1403737,-8.58996145,70.9,67.3,6.75,3.0,10.0
786,787,13700,1457882094,588,1457882095.0,41.1404035,-8.58989003,70.8,65.3,7.0,3.0,10.0
787,788,13700,1457882096,512,1457882097.0,41.14046489,-8.58975444,71.5,60.2,6.75,3.0,10.0
788,789,13700,1457882098,151,1457882099.0,41.14053462,-8.58962957,70.9,55.8,6.25,3.0,10.0
789,790,13700,1457882100,521,1457882101.0,41.14060295,-8.58951842,70.0,52.8,6.25,4.0,10.0
790,791,13700,1457882102,23,1457882103.0,41.14066738,-8.58940486,69.8,49.7,6.25,3.0,10.0
791,792,13700,1457882103,543,1457882104.0,41.14070401,-8.58934725,69.4,48.6,6.25,3.0,9.0
792,793,13700,1457882105,536,1457882106.0,41.14078469,-8.58922914,69.9,47.2,6.75,4.0,9.0
793,794,13700,1457882107,550,1457882108.0,41.14086527,-8.58911249,69.8,46.4,6.75,3.0,9.0
794,795,13700,1457882109,71,1457882110.0,41.14095856,-8.58900718,68.5,47.4,6.5,3.0,10.0
795,796,13700,1457882110,593,1457882111.0,41.14100157,-8.5889541,68.3,46.6,6.5,3.0,10.0
796,797,13700,1457882112,13,1457882113.0,41.14108046,-8.58883997,68.2,47.2,6.5,3.0,9.0
797,798,13700,1457882113,103,1457882114.0,41.14111565,-8.58878022,69.0,48.8,6.5,3.0,9.0
798,799,13700,1457882114,7,1457882115.0,41.14115719,-8.58872448,68.6,47.0,6.5,3.0,9.0
799,800,13700,1457882115,52,1457882116.0,41.1411949,-8.58866588,68.3,46.9,6.5,3.0,9.0
800,801,13700,1457882116,559,1457882117.0,41.14123467,-8.58861167,67.6,46.7,6.75,4.0,9.0
801,802,13700,1457882118,509,1457882119.0,41.14132232,-8.58850418,67.1,46.6,6.75,3.0,9.0
802,803,13700,1457882120,559,1457882121.0,41.14140954,-8.58837535,67.0,46.6,7.25,3.0,9.0
803,804,13700,1457882122,75,1457882123.0,41.14150832,-8.58824512,66.9,46.5,7.75,3.0,10.0
804,805,13700,1457882123,592,1457882124.0,41.141556,-8.58817587,66.8,46.5,8.0,3.0,10.0
805,806,13700,1457882125,575,1457882126.0,41.14166035,-8.58803521,66.7,44.4,8.25,4.0,9.0
806,807,13700,1457882127,563,1457882128.0,41.14176795,-8.5879163,66.2,40.4,8.25,3.0,10.0
807,808,13700,1457882129,560,1457882130.0,41.14188552,-8.5877993,66.0,37.0,8.25,3.0,10.0
808,809,13700,1457882131,38,1457882132.0,41.14200966,-8.58768069,65.9,34.5,8.5,3.0,10.0
809,810,13700,1457882132,175,1457882133.0,41.14207525,-8.58762709,66.1,33.3,8.75,3.0,10.0
810,811,13700,1457882134,518,1457882135.0,41.14220067,-8.58751876,66.5,33.2,8.5,3.0,10.0
811,812,13700,1457882136,545,1457882137.0,41.14232374,-8.58741674,66.9,31.7,8.25,3.0,10.0
812,813,13700,1457882138,68,1457882139.0,41.14245011,-8.58731362,66.6,31.7,8.0,3.0,10.0
